Id_Registro;Id_Pais;Id_Pvcia;Id_Dpto;Fecha_Medicion;Id_Zona;Id_Actividad;Ingreso_Bruto;Costos_Directos;Margen_Bruto;Costos_Indirectos;Resultado_Neto;producción_(kg/ha);carga_(kg/ha);eficiencia_stock(%);destete(%)
1001016;32;1;214;01/02/2016;16;1;1430;452;978;251;727;63;176;36;75
1001019;32;4;168;01/02/2016;16;1;1430;452;978;251;727;63;176;36;75
1001020;32;8;12;01/02/2016;16;1;1430;452;978;251;727;63;176;36;75
1001021;32;8;31;01/02/2016;16;1;1430;452;978;251;727;63;176;36;75
1001030;32;11;83;01/02/2016;16;1;1430;452;978;251;727;63;176;36;75
1001031;32;11;87;01/02/2016;16;1;1430;452;978;251;727;63;176;36;75
1000869;32;4;85;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000870;32;4;103;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000871;32;4;133;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000872;32;4;158;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000873;32;4;169;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000874;32;4;171;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000875;32;4;188;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000876;32;4;209;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000877;32;4;217;01/02/2016;2;1;3348;1496;1852;1102;750;157;397;40;65
1000878;32;2;6;01/02/2016;3;1;994;299;694;344;351;46;182;25;60
1000879;32;2;40;01/02/2016;3;1;994;299;694;344;351;46;182;25;60
1000880;32;2;69;01/02/2016;3;1;994;299;694;344;351;46;182;25;60
1000881;32;2;157;01/02/2016;3;1;994;299;694;344;351;46;182;25;60
1000882;32;2;185;01/02/2016;3;1;994;299;694;344;351;46;182;25;60
1000883;32;2;200;01/02/2016;3;1;994;299;694;344;351;46;182;25;60
1000884;32;2;207;01/02/2016;3;1;994;299;694;344;351;46;182;25;60
1000866;32;1;24;01/02/2016;1;1;2571;1083;1488;1057;430;117;323;36;69
1000867;32;1;57;01/02/2016;1;1;2571;1083;1488;1057;430;117;323;36;69
1000868;32;1;53;01/02/2016;1;1;2571;1083;1488;1057;430;117;323;36;69
1000991;32;6;99;01/02/2016;13;3;726;354;373;218;154;51;132;39;-99999
1001054;32;13;173;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001044;32;12;18;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001045;32;12;36;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001046;32;12;97;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001047;32;12;108;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001048;32;12;117;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001049;32;12;177;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001050;32;12;184;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001051;32;12;187;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001052;32;12;189;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1001053;32;12;192;01/02/2016;18;3;1046;414;632;760;-128;75;189;40;-99999
1000980;32;6;45;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000981;32;6;58;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000982;32;6;90;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000983;32;6;91;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000984;32;6;142;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000985;32;6;146;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000986;32;6;197;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000987;32;6;205;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000988;32;6;218;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000989;32;6;220;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1000990;32;6;221;01/02/2016;12;3;3720;3019;701;1557;-856;284;482;59;-99999
1001013;32;1;149;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001014;32;1;173;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001015;32;1;182;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001017;32;1;215;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001018;32;4;84;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001022;32;8;38;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001023;32;8;42;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001024;32;8;51;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001025;32;8;132;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001026;32;8;162;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001027;32;8;165;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001028;32;8;167;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001029;32;8;213;01/02/2016;16;3;3509;2262;1247;1348;-101;260;492;53;-99999
1001533;32;2;1;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001534;32;2;2;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001535;32;2;3;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001536;32;2;4;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001537;32;2;22;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001538;32;2;47;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001539;32;2;66;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001540;32;2;71;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001541;32;2;96;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001542;32;2;120;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001543;32;2;121;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001544;32;2;129;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001545;32;2;135;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001546;32;2;143;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001547;32;2;163;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001548;32;2;189;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001549;32;7;65;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001550;32;7;114;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001551;32;7;153;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001552;32;7;154;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001553;32;7;155;01/05/2016;4;2;678;127;551;337;214;28;108;26;60
1001703;32;13;9;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001704;32;13;11;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001705;32;13;13;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001706;32;13;18;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001707;32;13;31;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001708;32;13;44;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001709;32;13;64;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001710;32;13;94;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001711;32;13;101;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001712;32;13;102;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001713;32;13;105;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001714;32;13;126;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001715;32;13;138;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001716;32;13;144;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001717;32;13;149;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001718;32;13;161;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001719;32;13;175;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001720;32;13;181;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001721;32;13;192;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001722;32;13;201;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001723;32;13;203;01/05/2016;19;2;636;144;493;359;134;27;94;29;60
1001554;32;2;10;01/05/2016;5;2;462;100;362;250;112;19;75;25;60
1001555;32;2;72;01/05/2016;5;2;462;100;362;250;112;19;75;25;60
1001556;32;7;22;01/05/2016;5;2;462;100;362;250;112;19;75;25;60
1001557;32;7;148;01/05/2016;5;2;462;100;362;250;112;19;75;25;60
1001558;32;7;164;01/05/2016;5;2;462;100;362;250;112;19;75;25;60
1001574;32;5;21;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001575;32;5;31;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001576;32;5;48;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001577;32;5;60;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001578;32;5;81;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001579;32;5;88;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001580;32;5;100;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001582;32;5;179;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001583;32;5;191;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001584;32;5;195;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001585;32;5;196;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001586;32;12;80;01/05/2016;7;2;1020;164;856;332;524;43;181;24;60
1001640;32;8;29;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001641;32;8;41;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001642;32;8;55;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001643;32;8;95;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001644;32;8;123;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001645;32;8;124;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001646;32;8;219;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001647;32;11;15;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001648;32;11;18;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001649;32;11;104;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001650;32;11;121;01/05/2016;14;2;389;61;328;117;211;17;55;31;65
1001559;32;4;28;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001560;32;4;31;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001561;32;4;45;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001562;32;4;54;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001563;32;4;98;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001564;32;4;137;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001565;32;4;156;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001566;32;4;159;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001567;32;4;170;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001568;32;4;183;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001569;32;4;186;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001570;32;4;199;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001571;32;4;204;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001572;32;4;212;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001573;32;4;216;01/05/2016;6;2;708;112;596;346;249;30;95;31;65
1001680;32;10;26;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001681;32;10;27;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001682;32;10;31;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001683;32;10;39;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001684;32;10;72;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001685;32;10;75;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001686;32;10;89;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001687;32;10;106;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001688;32;10;107;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001689;32;10;112;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001690;32;10;113;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001691;32;10;178;01/05/2016;17;2;403;104;299;201;98;17;65;27;55
1001651;32;8;93;01/05/2016;15;2;807;220;586;179;407;34;102;33;70
1001652;32;8;127;01/05/2016;15;2;807;220;586;179;407;34;102;33;70
1001653;32;8;210;01/05/2016;15;2;807;220;586;179;407;34;102;33;70
1001654;32;11;40;01/05/2016;15;2;807;220;586;179;407;34;102;33;70
1001655;32;11;52;01/05/2016;15;2;807;220;586;179;407;34;102;33;70
1001656;32;11;108;01/05/2016;15;2;807;220;586;179;407;34;102;33;70
1001581;32;5;140;01/05/2016;8;2;1527;246;1281;202;1079;63;201;31;67
1001623;32;6;49;01/05/2016;11;2;1625;238;1387;496;891;68;204;34;67
1001624;32;6;61;01/05/2016;11;2;1625;238;1387;496;891;68;204;34;67
1001625;32;6;62;01/05/2016;11;2;1625;238;1387;496;891;68;204;34;67
1001626;32;6;63;01/05/2016;11;2;1625;238;1387;496;891;68;204;34;67
1001627;32;6;110;01/05/2016;11;2;1625;238;1387;496;891;68;204;34;67
1001724;32;5;56;01/05/2016;8;2;1527;246;1281;202;1079;63;201;31;67
1001725;32;5;136;01/05/2016;8;2;1527;246;1281;202;1079;63;201;31;67
1001726;32;5;202;01/05/2016;8;2;1527;246;1281;202;1079;63;201;31;67
1001587;32;1;4;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001588;32;1;8;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001589;32;1;15;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001590;32;1;17;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001591;32;1;25;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001592;32;1;30;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001593;32;1;37;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001594;32;1;43;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001595;32;1;59;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001596;32;1;67;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001597;32;1;69;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001598;32;1;74;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001599;32;1;77;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001600;32;1;78;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001601;32;1;79;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001602;32;1;76;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001603;32;1;81;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001604;32;1;111;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001605;32;1;116;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001606;32;1;118;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001607;32;1;125;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001608;32;1;128;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001609;32;1;129;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001610;32;1;131;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001611;32;1;134;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001612;32;1;139;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001613;32;1;141;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001614;32;1;145;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001615;32;1;152;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001616;32;1;160;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001617;32;1;166;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001618;32;1;176;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001619;32;1;180;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001620;32;1;198;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001621;32;1;206;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001622;32;1;211;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001727;32;1;119;01/05/2016;10;2;2280;256;2024;754;1270;92;276;33;72
1001657;32;1;7;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001658;32;1;35;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001659;32;1;86;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001660;32;1;92;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001664;32;1;214;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001667;32;4;168;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001668;32;8;12;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001669;32;8;31;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001678;32;11;83;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001679;32;11;87;01/05/2016;16;1;1571;478;1093;274;819;63;176;36;75
1001517;32;4;85;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001518;32;4;103;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001519;32;4;133;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001520;32;4;158;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001521;32;4;169;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001522;32;4;171;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001523;32;4;188;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001524;32;4;209;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001525;32;4;217;01/05/2016;2;1;3757;1528;2229;1170;1059;157;397;40;65
1001526;32;2;6;01/05/2016;3;1;1111;299;811;370;441;46;182;25;60
1001527;32;2;40;01/05/2016;3;1;1111;299;811;370;441;46;182;25;60
1001528;32;2;69;01/05/2016;3;1;1111;299;811;370;441;46;182;25;60
1001529;32;2;157;01/05/2016;3;1;1111;299;811;370;441;46;182;25;60
1001530;32;2;185;01/05/2016;3;1;1111;299;811;370;441;46;182;25;60
1001531;32;2;200;01/05/2016;3;1;1111;299;811;370;441;46;182;25;60
1001532;32;2;207;01/05/2016;3;1;1111;299;811;370;441;46;182;25;60
1001514;32;1;24;01/05/2016;1;1;2900;1089;1811;1133;678;117;323;36;69
1001515;32;1;57;01/05/2016;1;1;2900;1089;1811;1133;678;117;323;36;69
1001516;32;1;53;01/05/2016;1;1;2900;1089;1811;1133;678;117;323;36;69
1001639;32;6;99;01/05/2016;13;3;1074;365;709;232;477;51;132;39;-99999
1001702;32;13;173;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001692;32;12;18;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001693;32;12;36;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001694;32;12;97;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001695;32;12;108;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001696;32;12;117;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001697;32;12;177;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001698;32;12;184;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001699;32;12;187;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001700;32;12;189;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001701;32;12;192;01/05/2016;18;3;1637;414;1223;824;398;75;189;40;-99999
1001628;32;6;45;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001629;32;6;58;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001630;32;6;90;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001631;32;6;91;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001632;32;6;142;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001633;32;6;146;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001634;32;6;197;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001635;32;6;205;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001636;32;6;218;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001637;32;6;220;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001638;32;6;221;01/05/2016;12;3;5951;3094;2857;1630;1226;284;482;59;-99999
1001661;32;1;149;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001662;32;1;173;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001663;32;1;182;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001665;32;1;215;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001666;32;4;84;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001670;32;8;38;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001671;32;8;42;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001672;32;8;51;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001673;32;8;132;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001674;32;8;162;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001675;32;8;165;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001676;32;8;167;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1001677;32;8;213;01/05/2016;16;3;5399;2252;3148;1387;1761;260;492;53;-99999
1002181;32;2;1;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002182;32;2;2;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002183;32;2;3;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002184;32;2;4;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002185;32;2;22;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002186;32;2;47;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002187;32;2;66;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002188;32;2;71;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002189;32;2;96;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002190;32;2;120;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002191;32;2;121;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002192;32;2;129;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002193;32;2;135;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002194;32;2;143;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002195;32;2;163;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002196;32;2;189;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002197;32;7;65;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002198;32;7;114;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002199;32;7;153;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002200;32;7;154;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002201;32;7;155;01/08/2016;4;2;694;131;563;345;218;28;122;23;60
1002352;32;13;9;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002353;32;13;11;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002354;32;13;13;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002355;32;13;18;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002356;32;13;31;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002357;32;13;44;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002358;32;13;64;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002359;32;13;94;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002360;32;13;101;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002361;32;13;102;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002362;32;13;105;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002363;32;13;126;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002364;32;13;138;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002365;32;13;144;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002366;32;13;149;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002367;32;13;161;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002368;32;13;175;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002369;32;13;181;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002370;32;13;192;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002371;32;13;201;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002372;32;13;203;01/08/2016;19;2;615;146;469;367;102;27;101;27;60
1002222;32;5;21;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002223;32;5;31;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002224;32;5;48;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002225;32;5;60;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002226;32;5;81;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002227;32;5;88;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002228;32;5;100;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002231;32;5;179;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002232;32;5;191;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002233;32;5;195;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002234;32;5;196;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002235;32;12;80;01/08/2016;7;2;1013;171;842;340;503;43;205;21;60
1002202;32;2;10;01/08/2016;5;2;470;103;367;256;111;19;85;22;60
1002203;32;2;72;01/08/2016;5;2;470;103;367;256;111;19;85;22;60
1002204;32;7;22;01/08/2016;5;2;470;103;367;256;111;19;85;22;60
1002205;32;7;148;01/08/2016;5;2;470;103;367;256;111;19;85;22;60
1002206;32;7;164;01/08/2016;5;2;470;103;367;256;111;19;85;22;60
1002289;32;8;29;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002290;32;8;41;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002291;32;8;55;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
